"Fecha";"Usuario";"Agencia"
"2018-08-01 16:13:31";"konectalisboa";"KONECTA LISBOA"
"2018-08-01 16:44:20";"92496";"MARKTEL"
"2018-08-01 16:47:35";"92337";"MARKTEL"
"2018-08-01 17:14:16";"92496";"MARKTEL"
"2018-08-01 17:17:42";"mescudek";"EMERGIA ESPAÑA"
"2018-08-01 17:30:29";"admin";"Madrid"
"2018-08-01 17:35:23";"eortizg4";"KONECTA LISBOA"
"2018-08-01 17:45:11";"nperdom5";"Emergia España"
"2018-08-01 17:49:26";"92395";"MARKTEL"
"2018-08-01 17:55:15";"cvazqu19";"KONECTA LISBOA"
"2018-08-01 17:59:27";"konectalisboa";"KONECTA LISBOA"
"2018-08-01 18:03:12";"92496";"MARKTEL"
"2018-08-01 18:04:20";"92208";"MARKTEL"
"2018-08-01 18:07:34";"92496";"MARKTEL"
"2018-08-01 18:13:27";"mmunozt9";"ATENTO VALENCIA INBOUND"
"2018-08-01 18:16:01";"92208";"MARKTEL"
"2018-08-01 18:18:43";"srosalec";
"2018-08-01 18:23:00";"92337";"MARKTEL"
"2018-08-01 18:33:14";"jgmoya1b";"ATENTO VALENCIA INBOUND"
"2018-08-01 18:42:18";"eortizg4";"KONECTA LISBOA"
"2018-08-01 18:50:29";"92337";"MARKTEL"
"2018-08-01 18:53:20";"92496";"MARKTEL"
"2018-08-01 19:07:39";"nperdom5";"Emergia España"
"2018-08-01 19:30:06";"dpolode1";"EMERGIA ESPAÑA"
"2018-08-01 19:58:13";"jhitate3";"EMERGIA ESPAÑA"
"2018-08-01 19:59:06";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 03:37:47";"admin";"Madrid"
"2018-08-02 03:41:05";"madison";"MADISON"
"2018-08-02 05:59:50";"mrubiam";"EMERGIA ESPAÑA"
"2018-08-02 06:50:30";"sggonzah";"EMERGIA ESPAÑA"
"2018-08-02 06:52:00";"madison";"MADISON"
"2018-08-02 06:56:54";"faviles4";"KONECTA LISBOA"
"2018-08-02 07:11:21";"92496";"MARKTEL"
"2018-08-02 07:31:15";"admin";"Madrid"
"2018-08-02 07:31:56";"jquintaw";"KONECTA LISBOA"
"2018-08-02 07:34:22";"laramar";"KONECTA LISBOA"
"2018-08-02 07:36:05";"rsardin1";"EMERGIA ESPAÑA"
"2018-08-02 07:42:05";"92496";"MARKTEL"
"2018-08-02 07:49:49";"fsanchi2";"ATENTO VALENCIA INBOUND"
"2018-08-02 07:50:22";"dalbaso1";"EMERGIA ESPAÑA"
"2018-08-02 07:54:32";"madison";"MADISON"
"2018-08-02 07:55:20";"madison";"MADISON"
"2018-08-02 07:55:39";"madison";"MADISON"
"2018-08-02 07:56:07";"madison";"MADISON"
"2018-08-02 08:00:44";"92201";"MARKTEL"
"2018-08-02 08:16:00";"madison";"MADISON"
"2018-08-02 08:19:16";"admin";"Madrid"
"2018-08-02 08:25:19";"92496";"MARKTEL"
"2018-08-02 08:28:29";"92496";"MARKTEL"
"2018-08-02 08:36:56";"irivera5";"EMERGIA ESPAÑA"
"2018-08-02 08:37:35";"mnortes1";"ATENTO VALENCIA INBOUND"
"2018-08-02 08:59:50";"sggonzah";"EMERGIA ESPAÑA"
"2018-08-02 09:08:26";"92394";"MARKTEL"
"2018-08-02 09:16:49";"faviles4";"KONECTA LISBOA"
"2018-08-02 09:30:02";"92496";"MARKTEL"
"2018-08-02 09:30:06";"92385";"MARKTEL"
"2018-08-02 09:35:19";"jquintaw";"KONECTA LISBOA"
"2018-08-02 09:50:12";"92324";"MARKTEL"
"2018-08-02 10:00:51";"mnortes1";"ATENTO VALENCIA INBOUND"
"2018-08-02 10:10:27";"irivera5";"EMERGIA ESPAÑA"
"2018-08-02 10:14:49";"cvazqu19";"KONECTA LISBOA"
"2018-08-02 10:34:30";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 10:50:22";"dalbaso1";"EMERGIA ESPAÑA"
"2018-08-02 10:53:03";"rsardin1";"EMERGIA ESPAÑA"
"2018-08-02 11:06:47";"gsanzso1";"ATENTO VALENCIA INBOUND"
"2018-08-02 11:17:06";"eortizg4";"KONECTA LISBOA"
"2018-08-02 11:18:34";"92496";"MARKTEL"
"2018-08-02 11:44:03";"92496";"MARKTEL"
"2018-08-02 11:51:31";"92324";"MARKTEL"
"2018-08-02 11:51:39";"sggonzah";"EMERGIA ESPAÑA"
"2018-08-02 12:13:03";"92496";"MARKTEL"
"2018-08-02 12:14:04";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 12:14:29";"irivera5";"EMERGIA ESPAÑA"
"2018-08-02 12:15:14";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 12:19:05";"92201";"MARKTEL"
"2018-08-02 12:23:19";"92496";"MARKTEL"
"2018-08-02 12:30:30";"92496";"MARKTEL"
"2018-08-02 12:33:36";"92394";"MARKTEL"
"2018-08-02 12:34:19";"jchaparf";"EMERGIA ESPAÑA"
"2018-08-02 12:46:09";"jruizmas";"EMERGIA ESPAÑA"
"2018-08-02 12:54:41";"92496";"MARKTEL"
"2018-08-02 13:12:52";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 13:17:02";"92496";"MARKTEL"
"2018-08-02 13:17:53";"92496";"MARKTEL"
"2018-08-02 13:29:17";"bigualt1";"ATENTO VALENCIA INBOUND"
"2018-08-02 13:32:05";"92208";"MARKTEL"
"2018-08-02 13:34:16";"faviles4";"KONECTA LISBOA"
"2018-08-02 13:34:33";"admin";"Madrid"
"2018-08-02 13:41:20";"mescudek";"EMERGIA ESPAÑA"
"2018-08-02 13:41:25";"enovoaz1";"GSS MADRID"
"2018-08-02 13:41:44";"mnortes1";"ATENTO VALENCIA INBOUND"
"2018-08-02 13:47:31";"mmunozt9";"ATENTO VALENCIA INBOUND"
"2018-08-02 13:50:42";"92496";"MARKTEL"
"2018-08-02 13:50:46";"admin";"Madrid"
"2018-08-02 13:51:14";"eortizg4";"KONECTA LISBOA"
"2018-08-02 13:54:09";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 13:58:28";"92496";"MARKTEL"
"2018-08-02 13:59:26";"jsgomez5";"EMERGIA ESPAÑA"
"2018-08-02 14:00:43";"madison";"MADISON"
"2018-08-02 14:06:37";"jquintaw";"KONECTA LISBOA"
"2018-08-02 14:07:51";"92324";"MARKTEL"
"2018-08-02 14:08:41";"92337";"MARKTEL"
"2018-08-02 14:09:44";"mmateup2";"ATENTO VALENCIA INBOUND"
"2018-08-02 14:12:47";"92201";"MARKTEL"
"2018-08-02 14:18:35";"92246";"MARKTEL"
"2018-08-02 14:23:11";"92496";"MARKTEL"
"2018-08-02 14:23:39";"dalbaso1";"EMERGIA ESPAÑA"
"2018-08-02 14:31:49";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 14:32:08";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 14:32:32";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 14:35:53";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 14:36:12";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 14:37:45";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 14:38:17";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 15:02:37";"amonere";"EMERGIA ESPAÑA"
"2018-08-02 15:08:57";"mnortes1";"ATENTO VALENCIA INBOUND"
"2018-08-02 15:11:29";"92208";"MARKTEL"
"2018-08-02 15:14:46";"jquintaw";"KONECTA LISBOA"
"2018-08-02 15:25:13";"jgmoya1b";"ATENTO VALENCIA INBOUND"
"2018-08-02 15:31:16";"92496";"MARKTEL"
"2018-08-02 15:34:41";"jjime109";"EMERGIA ESPAÑA"
"2018-08-02 15:37:34";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 15:45:25";"jsgomez5";"EMERGIA ESPAÑA"
"2018-08-02 15:49:50";"92496";"MARKTEL"
"2018-08-02 15:52:38";"92496";"MARKTEL"
"2018-08-02 15:55:54";"92201";"MARKTEL"
"2018-08-02 15:56:14";"92208";"MARKTEL"
"2018-08-02 15:56:17";"92208";"MARKTEL"
"2018-08-02 16:08:00";"scontreg";"EMERGIA ESPAÑA"
"2018-08-02 16:21:38";"jhitate3";"EMERGIA ESPAÑA"
"2018-08-02 16:23:09";"mdoradod";"EMERGIA ESPAÑA"
"2018-08-02 16:32:15";"92208";"MARKTEL"
"2018-08-02 16:43:14";"eortizg4";"KONECTA LISBOA"
"2018-08-02 16:48:00";"jsgomez5";"EMERGIA ESPAÑA"
"2018-08-02 16:51:08";"92496";"MARKTEL"
"2018-08-02 16:53:23";"92496";"MARKTEL"
"2018-08-02 16:54:37";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 16:55:02";"mcabellm";"ATENTO VALENCIA INBOUND"
"2018-08-02 17:02:37";"amonere";"EMERGIA ESPAÑA"
"2018-08-02 17:03:16";"mmunozt9";"ATENTO VALENCIA INBOUND"
"2018-08-02 17:03:47";"92496";"MARKTEL"
"2018-08-02 17:31:34";"92496";"MARKTEL"
"2018-08-02 17:32:02";"92496";"MARKTEL"
"2018-08-02 17:40:04";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 17:52:27";"mgcongo1";"EMERGIA ESPAÑA"
"2018-08-02 17:52:36";"mescudek";"EMERGIA ESPAÑA"
"2018-08-02 17:54:11";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 17:54:37";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 17:55:32";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 18:13:59";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 18:14:31";"92496";"MARKTEL"
"2018-08-02 18:21:40";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 18:31:15";"mmunozt9";"ATENTO VALENCIA INBOUND"
"2018-08-02 18:36:49";"konectalisboa";"KONECTA LISBOA"
"2018-08-02 18:48:20";"eortizg4";"KONECTA LISBOA"
"2018-08-02 19:00:22";"nperdom5";"Emergia España"
"2018-08-02 19:18:05";"jjime109";"EMERGIA ESPAÑA"
"2018-08-02 19:33:54";"jsgomez5";"EMERGIA ESPAÑA"
"2018-08-02 19:43:27";"mescudek";"EMERGIA ESPAÑA"
"2018-08-03 06:04:17";"admin";"Madrid"
"2018-08-03 06:30:46";"fsanchi2";"ATENTO VALENCIA INBOUND"
"2018-08-03 06:59:35";"nscorte1";"KONECTA LISBOA"
"2018-08-03 07:01:50";"mnortes1";"ATENTO VALENCIA INBOUND"
"2018-08-03 07:09:36";"msimonc3";"KONECTA LISBOA"
"2018-08-03 07:56:24";"92496";"MARKTEL"
"2018-08-03 08:07:02";"92337";"MARKTEL"
"2018-08-03 08:31:34";"92496";"MARKTEL"
"2018-08-03 09:00:15";"92394";"MARKTEL"
"2018-08-03 09:33:20";"92496";"MARKTEL"
"2018-08-03 09:36:06";"92496";"MARKTEL"
"2018-08-03 09:38:36";"jchaparf";"EMERGIA ESPAÑA"
"2018-08-03 09:42:11";"92496";"MARKTEL"
"2018-08-03 09:46:27";"konectalisboa";"KONECTA LISBOA"
"2018-08-03 09:56:38";"ajherna2";"EMERGIA ESPAÑA"
"2018-08-03 10:16:41";"msimonc3";"KONECTA LISBOA"
"2018-08-03 10:27:05";"92496";"MARKTEL"
"2018-08-03 11:01:54";"konectalisboa";"KONECTA LISBOA"
"2018-08-03 11:02:15";"92496";"MARKTEL"
"2018-08-03 11:07:21";"konectalisboa";"KONECTA LISBOA"
"2018-08-03 11:07:48";"konectalisboa";"KONECTA LISBOA"
"2018-08-03 11:09:48";"jmfernad";"EMERGIA ESPAÑA"
"2018-08-03 11:11:52";"konectalisboa";"KONECTA LISBOA"
"2018-08-03 11:13:43";"mpavong1";"KONECTA LISBOA"
"2018-08-03 11:17:09";"faviles4";"KONECTA LISBOA"
"2018-08-03 11:17:47";"92337";"MARKTEL"
"2018-08-03 11:20:16";"dalbaso1";"EMERGIA ESPAÑA"
"2018-08-03 11:50:20";"92394";"MARKTEL"
"2018-08-03 12:04:03";"oespino6";"ATENTO VALENCIA INBOUND"
"2018-08-03 12:10:25";"92496";"MARKTEL"
"2018-08-03 12:14:36";"konectalisboa";"KONECTA LISBOA"
"2018-08-03 12:16:04";"92496";"MARKTEL"
"2018-08-03 12:16:06";"konectalisboa";"KONECTA LISBOA"
"2018-08-03 12:17:49";"92496";"MARKTEL"
"2018-08-03 12:33:10";"asiveri";"GSS MADRID"
"2018-08-03 12:36:27";"sggonzah";"EMERGIA ESPAÑA"
"2018-08-03 12:46:19";"jruizmas";"EMERGIA ESPAÑA"
"2018-08-03 13:03:33";"92246";"MARKTEL"
"2018-08-03 13:04:43";"mmateup2";"ATENTO VALENCIA INBOUND"
"2018-08-03 13:10:34";"bigualt1";"ATENTO VALENCIA INBOUND"
"2018-08-03 13:14:11";"mmunozt9";"ATENTO VALENCIA INBOUND"
"2018-08-03 13:24:27";"cbanosg3";"EMERGIA ESPAÑA"
"2018-08-03 13:32:58";"92210";"MARKTEL"
"2018-08-03 13:37:50";"faviles4";"KONECTA LISBOA"
"2018-08-03 13:38:09";"mescudek";"EMERGIA ESPAÑA"
"2018-08-03 13:41:17";"bporras2";"EMERGIA ESPAÑA"
"2018-08-03 13:41:24";"mnortes1";"ATENTO VALENCIA INBOUND"
"2018-08-03 13:53:25";"asiveri";"GSS MADRID"
"2018-08-03 13:54:08";"jhitate3";"EMERGIA ESPAÑA"
"2018-08-03 13:54:21";"92324";"MARKTEL"
"2018-08-03 13:54:25";"mrrodr47";"GSS MADRID"
"2018-08-03 13:54:26";"mrrodr47";"GSS MADRID"
"2018-08-03 13:54:27";"mrrodr47";"GSS MADRID"
"2018-08-03 13:54:35";"edomin03";"KONECTA LISBOA"
"2018-08-03 14:00:39";"92496";"MARKTEL"
"2018-08-03 14:18:07";"konectalisboa";"KONECTA LISBOA"
"2018-08-03 14:19:54";"mpavong1";"KONECTA LISBOA"
"2018-08-03 14:37:04";"cvazqu19";"KONECTA LISBOA"
"2018-08-03 14:39:09";"mmunozt9";"ATENTO VALENCIA INBOUND"
"2018-08-03 14:41:48";"amonere";"EMERGIA ESPAÑA"
"2018-08-03 14:43:48";"konectalisboa";"KONECTA LISBOA"
"2018-08-03 14:50:18";"msimonc3";"KONECTA LISBOA"
"2018-08-03 14:51:06";"achamora";"GSS MADRID"
"2018-08-03 15:02:16";"mmateup2";"ATENTO VALENCIA INBOUND"
"2018-08-03 15:07:22";"jsgomez5";"EMERGIA ESPAÑA"
"2018-08-03 15:10:21";"92246";"MARKTEL"
"2018-08-03 15:33:32";"92208";"MARKTEL"
"2018-08-03 15:34:56";"92208";"MARKTEL"
"2018-08-03 15:50:12";"amonere";"EMERGIA ESPAÑA"
"2018-08-03 15:50:50";"jhitate3";"EMERGIA ESPAÑA"
"2018-08-03 16:21:42";"92496";"MARKTEL"
"2018-08-03 16:27:20";"konectalisboa";"KONECTA LISBOA"
"2018-08-03 16:28:40";"92208";"MARKTEL"
"2018-08-03 16:53:49";"jruizmas";"EMERGIA ESPAÑA"
"2018-08-03 16:54:05";"mmunozt9";"ATENTO VALENCIA INBOUND"
"2018-08-03 17:13:06";"jsgomez5";"EMERGIA ESPAÑA"
"2018-08-03 17:15:56";"92324";"MARKTEL"
"2018-08-03 17:21:09";"92208";"MARKTEL"
"2018-08-03 17:28:08";"92208";"MARKTEL"
"2018-08-03 18:15:41";"jsgomez5";"EMERGIA ESPAÑA"
"2018-08-03 18:26:50";"mmunozt9";"ATENTO VALENCIA INBOUND"
"2018-08-03 18:57:24";"92246";"MARKTEL"
"2018-08-03 19:45:22";"amonere";"EMERGIA ESPAÑA"
"2018-08-03 19:54:29";"essanch9";"GSS MADRID"
"2018-08-03 20:00:45";"92208";"MARKTEL"
"2018-08-04 07:03:21";"fsanchi2";"ATENTO VALENCIA INBOUND"
"2018-08-04 08:09:58";"92496";"MARKTEL"
"2018-08-04 08:17:35";"mnortes1";"ATENTO VALENCIA INBOUND"
"2018-08-04 09:05:39";"92208";"MARKTEL"
"2018-08-04 09:11:33";"92496";"MARKTEL"
"2018-08-04 09:14:21";"92496";"MARKTEL"
"2018-08-04 09:19:18";"mnortes1";"ATENTO VALENCIA INBOUND"
"2018-08-04 10:11:03";"amonte30";"GSS MADRID"
"2018-08-04 10:12:59";"92496";"MARKTEL"
"2018-08-04 11:12:15";"bporras2";"EMERGIA ESPAÑA"
"2018-08-04 11:12:49";"bporras2";"EMERGIA ESPAÑA"
"2018-08-04 12:02:17";"mnortes1";"ATENTO VALENCIA INBOUND"
"2018-08-04 12:37:28";"92324";"MARKTEL"
"2018-08-04 12:37:35";"92208";"MARKTEL"
"2018-08-04 12:54:51";"92208";"MARKTEL"
"2018-08-04 13:06:23";"mmateup2";"ATENTO VALENCIA INBOUND"
"2018-08-04 13:34:52";"mnortes1";"ATENTO VALENCIA INBOUND"
"2018-08-04 14:05:50";"vgcarra1";"EMERGIA ESPAÑA"
"2018-08-04 14:21:40";"92324";"MARKTEL"
"2018-08-04 14:29:06";"92208";"MARKTEL"
"2018-08-04 14:57:52";"92208";"MARKTEL"
"2018-08-04 15:07:30";"rpayseo1";"Emergia España"
"2018-08-04 15:13:05";"amonere";"EMERGIA ESPAÑA"
"2018-08-04 15:14:12";"mnortes1";"ATENTO VALENCIA INBOUND"
"2018-08-04 16:38:18";"92324";"MARKTEL"
"2018-08-04 16:41:57";"mnortes1";"ATENTO VALENCIA INBOUND"
"2018-08-04 16:44:24";"mcabellm";"ATENTO VALENCIA INBOUND"
"2018-08-04 16:55:38";"amonere";"EMERGIA ESPAÑA"
"2018-08-04 16:56:36";"mlruiz1b";"EMERGIA ESPAÑA"
"2018-08-04 16:57:27";"mlruiz1b";"EMERGIA ESPAÑA"
"2018-08-04 17:49:25";"92208";"MARKTEL"
"2018-08-04 18:04:25";"mnortes1";"ATENTO VALENCIA INBOUND"
"2018-08-04 19:09:07";"amonere";"EMERGIA ESPAÑA"
"2018-08-05 07:01:55";"92496";"MARKTEL"
"2018-08-05 08:18:55";"92496";"MARKTEL"
"2018-08-05 09:37:19";"mnortes1";"ATENTO VALENCIA INBOUND"
"2018-08-05 10:21:25";"92496";"MARKTEL"
"2018-08-05 12:46:07";"92496";"MARKTEL"
"2018-08-05 12:46:52";"92496";"MARKTEL"
"2018-08-05 12:49:58";"92496";"MARKTEL"
"2018-08-05 12:50:57";"92496";"MARKTEL"
"2018-08-05 13:01:00";"mmateup2";"ATENTO VALENCIA INBOUND"
"2018-08-05 13:30:15";"mnortes1";"ATENTO VALENCIA INBOUND"
"2018-08-05 14:13:08";"vgcarra1";"EMERGIA ESPAÑA"
"2018-08-05 14:28:47";"rpayseo1";"Emergia España"
"2018-08-05 14:50:15";"92324";"MARKTEL"
"2018-08-05 15:50:55";"mmateup2";"ATENTO VALENCIA INBOUND"
"2018-08-05 17:38:20";"mmateup2";"ATENTO VALENCIA INBOUND"
"2018-08-05 18:57:06";"rpayseo1";"Emergia España"
"2018-08-05 19:21:58";"mmateup2";"ATENTO VALENCIA INBOUND"
"2018-08-05 19:37:40";"92324";"MARKTEL"
"2018-08-06 07:00:54";"konectalisboa";"KONECTA LISBOA"
"2018-08-06 07:17:58";"mnortes1";"ATENTO VALENCIA INBOUND"
"2018-08-06 07:24:16";"konectalisboa";"KONECTA LISBOA"
"2018-08-06 07:46:39";"92393";"MARKTEL"
"2018-08-06 07:50:27";"92496";"MARKTEL"
"2018-08-06 07:54:29";"92496";"MARKTEL"
"2018-08-06 08:05:02";"92394";"MARKTEL"
"2018-08-06 08:28:35";"srosalec";
"2018-08-06 08:41:29";"irivera5";"EMERGIA ESPAÑA"
"2018-08-06 08:46:06";"92393";"MARKTEL"
"2018-08-06 08:48:55";"92201";"MARKTEL"
"2018-08-06 09:14:09";"92496";"MARKTEL"
"2018-08-06 09:16:45";"92496";"MARKTEL"
"2018-08-06 09:34:58";"sggonzah";"EMERGIA ESPAÑA"
"2018-08-06 09:50:32";"cjabone2";"GSS MADRID"
"2018-08-06 10:00:50";"eortizg4";"KONECTA LISBOA"
"2018-08-06 10:04:35";"92393";"MARKTEL"
"2018-08-06 10:10:28";"konectalisboa";"KONECTA LISBOA"
"2018-08-06 10:16:41";"jchaparf";"EMERGIA ESPAÑA"
"2018-08-06 10:29:55";"92385";"MARKTEL"
"2018-08-06 10:36:27";"92385";"MARKTEL"
"2018-08-06 10:36:50";"konectalisboa";"KONECTA LISBOA"
"2018-08-06 10:38:38";"92324";"MARKTEL"
"2018-08-06 10:49:46";"laramar";"KONECTA LISBOA"
"2018-08-06 10:51:14";"irivera5";"EMERGIA ESPAÑA"
"2018-08-06 10:53:23";"92496";"MARKTEL"
"2018-08-06 10:56:28";"92496";"MARKTEL"
"2018-08-06 10:59:51";"92496";"MARKTEL"
"2018-08-06 11:02:59";"sggonzah";"EMERGIA ESPAÑA"
"2018-08-06 11:05:48";"92496";"MARKTEL"
"2018-08-06 11:10:26";"92496";"MARKTEL"
"2018-08-06 11:10:48";"amonte30";"GSS MADRID"
"2018-08-06 11:12:21";"92385";"MARKTEL"
"2018-08-06 11:15:22";"egcalle5";"EMERGIA ESPAÑA"
"2018-08-06 11:15:23";"92496";"MARKTEL"
"2018-08-06 11:17:01";"eortizg4";"KONECTA LISBOA"
"2018-08-06 11:19:54";"konectalisboa";"KONECTA LISBOA"
"2018-08-06 11:21:19";"92393";"MARKTEL"
"2018-08-06 11:24:05";"92496";"MARKTEL"
"2018-08-06 11:37:23";"92496";"MARKTEL"
"2018-08-06 11:43:01";"konectalisboa";"KONECTA LISBOA"
