"Fecha";"Usuario";"Agencia"
"2017-07-03 03:25:22";"admin";
"2017-07-03 03:31:39";"admin";
"2017-07-03 03:34:41";"admin";
"2017-07-03 03:37:55";"admin";
"2017-07-03 03:41:26";"vavenda2";
"2017-07-03 03:43:09";"TEST3";
"2017-07-03 03:43:48";"vavenda2";
"2017-07-03 03:44:07";"admin";
"2017-07-03 03:45:17";"vavenda2";
"2017-07-03 03:47:53";"admin";
"2017-07-03 03:55:50";"vavenda2";
"2017-07-03 03:56:38";"TEST4";
"2017-07-03 04:00:09";"vavenda2";
"2017-07-03 04:01:25";"TEST5";
"2017-07-03 04:01:48";"vavenda2";
"2017-07-03 04:02:41";"admin";
"2017-07-03 04:03:12";"vavenda2";
"2017-07-03 04:09:02";"admin";
"2017-07-03 14:03:36";"ealvar99";
"2017-07-03 14:13:21";"vavenda2";
"2017-07-03 18:21:05";"admin";
"2017-07-03 18:43:31";"vavenda2";
"2017-07-03 18:43:57";"ealvar99";
"2017-07-04 03:37:43";"admin";
"2017-07-04 04:51:23";"admin";
"2017-07-04 04:53:44";"admin";
"2017-07-04 04:54:27";"vavenda2";
"2017-07-04 04:55:38";"ealvar99";
"2017-07-04 04:58:39";"admin";
"2017-07-04 05:00:01";"admin";
"2017-07-04 05:00:40";"ealvar99";
"2017-07-04 05:01:24";"vavenda2";
"2017-07-04 05:02:38";"admin";
"2017-07-04 18:39:15";"admin";
"2017-07-04 18:43:20";"admin";
"2017-07-04 18:51:52";"admin";
"2017-07-04 18:55:47";"TEST4";
"2017-07-04 18:56:19";"admin";
"2017-07-04 19:03:44";"vavenda2";
"2017-07-04 19:04:52";"vavenda2";
"2017-07-05 03:08:51";"admin";
"2017-07-05 03:09:19";"vavenda2";
"2017-07-05 03:09:55";"ealvar99";
"2017-07-05 03:11:49";"vavenda2";
"2017-07-05 03:12:12";"admin";
"2017-07-05 03:12:35";"ealvar99";
"2017-07-05 03:12:54";"vavenda2";
"2017-07-05 03:21:43";"vavenda2";
"2017-07-05 03:33:42";"admin";
"2017-07-05 03:34:35";"vavenda2";
"2017-07-05 03:52:28";"vavenda2";
"2017-07-05 03:56:35";"vavenda2";
"2017-07-05 04:00:27";"vavenda2";
"2017-07-05 04:07:04";"vavenda2";
"2017-07-05 04:10:01";"vavenda2";
"2017-07-05 04:12:33";"vavenda2";
"2017-07-05 04:38:37";"admin";
"2017-07-05 04:40:55";"TEST5";
"2017-07-05 04:42:02";"admin";
"2017-07-05 04:47:22";"vavenda2";
"2017-07-05 04:52:04";"vavenda2";
"2017-07-05 04:55:42";"vavenda2";
"2017-07-05 12:15:09";"admin";
"2017-07-05 14:18:00";"admin";
"2017-07-05 16:20:45";"vavenda2";
"2017-07-05 16:21:21";"admin";
"2017-07-05 17:24:39";"vavenda2";
"2017-07-05 18:25:26";"vavenda2";
"2017-07-06 03:21:24";"vavenda2";
"2017-07-06 03:27:00";"vavenda2";
"2017-07-06 03:31:48";"vavenda2";
"2017-07-06 03:36:19";"vavenda2";
"2017-07-06 03:38:47";"admin";
"2017-07-06 03:52:16";"vavenda2";
"2017-07-06 03:55:36";"admin";
"2017-07-06 04:41:32";"vavenda2";
"2017-07-06 04:44:11";"TEST7";
"2017-07-06 04:45:01";"TEST7";
"2017-07-06 04:50:08";"vavenda2";
"2017-07-06 04:53:19";"vavenda2";
"2017-07-06 04:56:33";"TEST5";
"2017-07-06 04:56:52";"admin";
"2017-07-06 04:57:23";"vavenda2";
"2017-07-06 04:57:34";"TEST5";
"2017-07-06 04:58:05";"vavenda2";
"2017-07-06 04:58:13";"admin";
"2017-07-06 04:58:39";"vavenda2";
"2017-07-06 04:58:47";"TEST5";
"2017-07-06 04:59:46";"TEST5";
"2017-07-06 05:00:04";"vavenda2";
"2017-07-06 05:00:43";"TEST5";
"2017-07-06 05:00:52";"admin";
"2017-07-07 07:02:38";"admin";
"2017-07-07 07:03:22";"vavenda2";
"2017-07-07 07:42:03";"vavenda2";
"2017-07-07 08:19:25";"vavenda2";
"2017-07-07 08:45:11";"Angel2";
"2017-07-07 08:45:50";"Angel2";
"2017-07-07 08:46:16";"ealvar99";
"2017-07-07 08:47:11";"Angel2";
"2017-07-07 08:49:11";"Angel2";
"2017-07-07 08:49:50";"vavenda2";
"2017-07-07 10:01:17";"vavenda2";
"2017-07-07 12:10:43";"admin";
"2017-07-11 09:31:32";"ealvar99";
"2017-07-11 09:33:14";"vavenda2";
"2017-07-11 09:56:07";"vavenda2";
"2017-07-11 10:06:18";"vavenda2";
"2017-07-11 10:11:03";"vavenda2";
"2017-07-11 10:11:49";"vavenda2";
"2017-07-11 10:50:15";"vavenda2";
"2017-07-11 10:52:11";"vavenda2";
"2017-07-11 16:17:09";"vavenda2";
"2017-07-11 17:54:56";"vavenda2";
"2017-07-12 03:50:26";"vavenda2";
"2017-07-12 03:57:39";"vavenda2";
"2017-07-12 04:59:02";"vavenda2";
"2017-07-12 05:12:44";"vavenda2";
"2017-07-12 05:54:37";"admin";
"2017-07-12 08:13:22";"admin";
"2017-07-12 15:55:41";"admin";
"2017-07-12 16:17:51";"admin";
"2017-07-13 03:14:12";"vavenda2";
"2017-07-13 04:39:06";"admin";
"2017-07-13 05:04:05";"admin";
"2017-07-13 05:14:10";"admin";
"2017-07-13 05:19:10";"admin";
"2017-07-13 05:35:48";"admin";
"2017-07-13 05:36:32";"vavenda2";
"2017-07-13 06:12:56";"admin";
"2017-07-13 07:37:05";"admin";
"2017-07-13 08:31:19";"ealvar99";
"2017-07-13 08:33:49";"vavenda2";
"2017-07-13 08:44:33";"ealvar99";
"2017-07-13 08:51:01";"vavenda2";
"2017-07-13 08:58:13";"admin";
"2017-07-13 08:58:51";"vavenda2";
"2017-07-13 10:04:16";"vavenda2";
"2017-07-13 10:11:17";"vavenda2";
"2017-07-13 10:12:09";"vavenda2";
"2017-07-13 17:40:45";"admin";
"2017-07-14 03:07:04";"admin";
"2017-07-14 03:47:20";"vavenda2";
"2017-07-14 04:48:19";"vavenda2";
"2017-07-14 04:56:00";"vavenda2";
"2017-07-14 04:57:12";"TEST7";
"2017-07-14 04:57:31";"vavenda2";
"2017-07-14 04:58:12";"TEST7";
"2017-07-14 04:58:21";"vavenda2";
"2017-07-14 07:32:10";"vavenda2";
"2017-07-14 08:25:34";"vavenda2";
"2017-07-14 12:28:10";"admin";
"2017-07-17 02:59:51";"admin";
"2017-07-18 06:38:35";"ealvar99";
"2017-07-18 06:41:27";"vavenda2";
"2017-07-18 07:00:02";"vavenda2";
"2017-07-18 07:55:41";"vavenda2";
"2017-07-18 08:06:35";"vavenda2";
"2017-07-18 08:10:08";"vavenda2";
"2017-07-18 10:41:17";"admin";
"2017-07-18 16:13:40";"vavenda2";
"2017-07-18 16:21:19";"vavenda2";
"2017-07-18 16:26:05";"vavenda2";
"2017-07-18 16:41:47";"vavenda2";
"2017-07-18 16:43:20";"vavenda2";
"2017-07-18 17:55:22";"vavenda2";
"2017-07-18 18:01:46";"admin";
"2017-07-18 18:40:26";"admin";
"2017-07-18 18:40:39";"vavenda2";
"2017-07-18 18:40:51";"TEST5";
"2017-07-18 18:41:15";"vavenda2";
"2017-07-19 03:50:24";"vavenda2";
"2017-07-19 04:46:34";"vavenda2";
"2017-07-19 04:48:44";"TEST8";
"2017-07-19 04:49:29";"admin";
"2017-07-19 04:57:51";"vavenda2";
"2017-07-19 05:08:34";"vavenda2";
"2017-07-20 04:01:34";"vavenda2";
"2017-07-20 04:03:22";"vavenda2";
"2017-07-20 04:04:48";"vavenda2";
"2017-07-20 04:37:02";"vavenda2";
"2017-07-20 04:40:39";"admin";
"2017-07-20 04:43:04";"admin";
"2017-07-20 14:57:20";"vavenda2";
"2017-07-20 18:16:12";"admin";
"2017-07-21 11:33:11";"ealvar99";
"2017-07-21 11:50:27";"vavenda2";
"2017-07-24 03:59:02";"admin";
"2017-07-24 09:01:26";"vavenda2";
"2017-07-24 09:41:03";"ealvar99";
"2017-07-24 09:42:23";"vavenda2";
"2017-07-24 09:55:00";"vavenda2";
"2017-07-25 07:56:08";"vavenda2";
"2017-07-25 08:13:52";"vavenda2";
"2017-07-25 08:22:00";"vavenda2";
"2017-07-25 08:22:51";"vavenda2";
"2017-07-25 09:13:41";"vavenda2";
"2017-07-25 10:22:45";"ealvar99";
"2017-07-25 18:34:53";"admin";
"2017-07-25 18:35:12";"vavenda2";
"2017-07-26 04:36:19";"vavenda2";
"2017-07-26 16:45:08";"vavenda2";
"2017-07-27 10:37:30";"admin";
"2017-07-27 14:51:08";"vavenda2";
"2017-07-27 14:55:07";"ealvar99";
"2017-07-27 17:33:06";"ssantosc";
"2017-07-27 17:43:10";"alopezla";
"2017-07-27 18:22:11";"alopezla";
"2017-07-28 09:27:47";"admin";
"2017-07-28 09:41:45";"rarcosg1";
"2017-07-28 09:45:28";"CGLADMINISTRADOR";
"2017-07-28 09:45:28";"CGLADMINISTRADOR";
"2017-07-28 09:46:05";"alopezla";
"2017-07-28 10:09:14";"CGLADMINISTRADOR";
"2017-07-28 10:09:47";"CGLADMINISTRADOR";
"2017-07-28 10:14:06";"CGLADMINISTRADOR";
"2017-07-28 13:43:25";"admin";
"2017-07-28 14:03:28";"admin";
"2017-07-28 14:34:24";"admin";
"2017-07-28 15:12:24";"CGLADMINISTRADOR";
"2017-07-28 15:24:40";"admin";
"2017-07-28 15:50:01";"apacheca";
"2017-07-28 15:50:50";"pmesa";
"2017-07-29 16:41:32";"admin";
"2017-08-01 07:23:00";"admin";
"2017-08-01 07:23:38";"admin";
"2017-08-01 07:39:05";"admin";
"2017-08-01 07:39:43";"admin";
"2017-08-01 07:47:42";"admin";
"2017-08-01 08:55:14";"admin";
"2017-08-01 10:10:08";"CGLADMINISTRADOR";
"2017-08-01 10:53:41";"CGLADMINISTRADOR";
"2017-08-01 11:13:05";"admin";
"2017-08-01 14:09:42";"admin";
"2017-08-01 17:51:43";"admin";
"2017-08-02 02:56:43";"admin";
"2017-08-02 02:56:52";"admin";
"2017-08-02 03:35:00";"admin";
"2017-08-02 06:08:52";"admin";
"2017-08-03 06:41:02";"admin";
"2017-08-03 06:47:45";"admin";
"2017-08-03 08:01:38";"admin";
"2017-08-03 13:32:44";"admin";
"2017-08-03 20:39:11";"admin";
"2017-08-03 20:40:12";"admin";
"2017-08-04 06:41:11";"admin";
"2017-08-04 16:18:19";"CGLADMINISTRADOR";
"2017-08-04 16:19:51";"CGLADMINISTRADOR";
"2017-08-04 16:24:07";"cgarridn";
"2017-08-04 16:27:06";"cgarridn";
"2017-08-04 16:27:11";"cgarridn";
"2017-08-05 07:25:06";"admin";
"2017-08-07 04:58:59";"admin";
"2017-08-07 05:00:23";"admin";
"2017-08-07 05:09:20";"admin";
"2017-08-07 11:02:29";"admin";
"2017-08-08 15:03:42";"admin";
"2017-08-10 18:10:33";"admin";
"2017-08-31 17:53:43";"admin";
"2017-09-06 10:26:42";"ealvar99";
"2017-09-06 10:37:02";"ealvar99";
"2017-09-08 12:26:04";"rarcosg1";
"2017-09-09 08:39:55";"admin";
"2017-09-09 08:41:23";"admin";
"2017-09-11 07:15:01";"admin";
"2017-09-11 07:54:20";"alopezla";
"2017-09-11 07:57:06";"alopezla";
"2017-09-11 09:32:48";"ealvar99";
"2017-09-11 09:39:30";"rarcosg1";
"2017-09-11 10:15:52";"ealvar99";
"2017-09-11 11:23:03";"ealvar99";
"2017-09-11 11:43:42";"ealvar99";
"2017-09-11 11:58:00";"ealvar99";
"2017-09-11 13:32:04";"ealvar99";
"2017-09-12 07:01:55";"ealvar99";
"2017-09-12 07:04:23";"ealvar99";
"2017-09-12 07:09:29";"ealvar99";
"2017-09-12 07:09:45";"ealvar99";
"2017-09-12 07:13:20";"ealvar99";
"2017-09-12 07:14:37";"ealvar99";
"2017-09-12 08:34:49";"ealvar99";
"2017-09-12 09:13:53";"ealvar99";
"2017-09-12 09:35:27";"ealvar99";
"2017-09-12 10:06:27";"ealvar99";
"2017-09-12 11:12:34";"ealvar99";
"2017-09-12 11:39:52";"ealvar99";
"2017-09-12 15:16:28";"ealvar99";
"2017-09-12 15:44:40";"ealvar99";
"2017-09-12 15:49:30";"ealvar99";
"2017-09-12 15:50:54";"ealvar99";
"2017-09-12 16:39:56";"ealvar99";
"2017-09-12 19:39:14";"ealvar99";
"2017-09-13 06:58:25";"ealvar99";
"2017-09-13 07:06:04";"ealvar99";
"2017-09-13 07:07:40";"ealvar99";
"2017-09-13 07:07:54";"ealvar99";
"2017-09-13 07:09:10";"ealvar99";
"2017-09-13 07:10:14";"ealvar99";
"2017-09-13 07:12:36";"ealvar99";
"2017-09-13 07:13:46";"ealvar99";
"2017-09-13 07:28:34";"ealvar99";
"2017-09-13 07:46:32";"ealvar99";
"2017-09-13 09:00:45";"ealvar99";
"2017-09-13 09:04:13";"ealvar99";
"2017-09-13 09:14:20";"ealvar99";
"2017-09-13 10:27:16";"ealvar99";
"2017-09-13 10:27:20";"ealvar99";
"2017-09-13 11:33:45";"ealvar99";
"2017-09-13 13:06:26";"ealvar99";
"2017-09-14 03:36:29";"admin";
"2017-09-14 06:56:33";"admin";
"2017-09-14 06:58:40";"admin";
"2017-09-14 07:10:45";"admin";
"2017-09-14 07:17:20";"admin";
"2017-09-14 09:13:48";"admin";
"2017-09-14 12:01:29";"admin";
"2017-09-14 14:37:11";"admin";
"2017-09-14 17:01:55";"admin";
"2017-09-14 17:06:13";"admin";
"2017-09-16 07:10:46";"ealvar99";
"2017-09-16 08:54:40";"ealvar99";
"2017-09-18 07:46:04";"admin";
"2017-09-18 07:49:50";"admin";
"2017-09-18 09:33:59";"admin";
"2017-09-18 09:34:52";"admin";
"2017-09-18 09:40:45";"admin";
"2017-09-20 09:53:24";"ipezona3";
"2017-09-20 10:11:06";"ipezona3";
"2017-09-20 10:12:21";"ipezona3";
"2017-09-20 10:25:40";"ipezona3";
"2017-09-20 15:44:23";"ipezona3";
"2017-09-20 17:15:19";"admin";
"2017-09-20 17:27:27";"admin";
"2017-09-21 04:04:10";"admin";
"2017-09-21 05:09:28";"admin";
"2017-09-21 07:17:32";"admin";
"2017-09-21 07:19:34";"admin";
"2017-09-21 07:24:05";"admin";
"2017-09-21 14:26:08";"ipezona3";
"2017-09-21 14:39:10";"dmoralep";
"2017-09-21 15:13:08";"bporras2";
"2017-09-21 15:13:17";"dalbaso1";
"2017-09-21 15:13:26";"efloresd";
"2017-09-21 15:13:34";"rpulido5";
"2017-09-21 15:13:42";"murbano1";
"2017-09-21 15:13:50";"ljimen18";
"2017-09-21 15:13:57";"rmunozgc";
"2017-09-21 15:14:05";"ymolina5";
"2017-09-21 15:14:12";"vromeroo";
"2017-09-21 15:14:20";"gporras1";
"2017-09-21 15:14:28";"lmolinaj";
"2017-09-21 15:14:36";"dvaldec2";
"2017-09-21 15:15:28";"ibernal4";
"2017-09-21 15:15:38";"tcordob1";
"2017-09-21 15:15:47";"jdeluna";
"2017-09-21 15:16:11";"cmoheda";
"2017-09-21 15:16:19";"apavong2";
"2017-09-21 15:16:26";"rdegado";
"2017-09-21 15:16:33";"mmdiaz1b";
"2017-09-21 15:16:41";"mcalerod";
"2017-09-21 15:16:48";"aortizb3";
"2017-09-21 15:18:03";"scazall2";
"2017-09-21 15:18:10";"sgomezd7";
"2017-09-21 15:18:17";"dgomezb2";
"2017-09-21 15:19:53";"rsredon1";
"2017-09-21 15:20:01";"mdiazgu1";
"2017-09-21 15:20:08";"calvar75";
"2017-09-21 15:20:14";"flunape";
"2017-09-21 15:21:56";"cggarcih";
"2017-09-21 15:23:37";"elopezmb";
"2017-09-21 15:23:45";"hgarciak";
"2017-09-21 15:23:53";"mvaquer7";
"2017-09-21 15:24:00";"drsanch1";
"2017-09-21 15:24:06";"lserranj";
"2017-09-21 15:24:13";"jflopez3";
"2017-09-21 15:24:20";"jmarquex";
"2017-09-21 15:24:27";"irivera5";
"2017-09-21 15:24:34";"gortiza1";
"2017-09-21 15:39:42";"vavenda2";
"2017-09-21 16:04:50";"admin";
"2017-09-21 16:10:32";"admin";
"2017-09-21 16:28:48";"admin";
"2017-09-21 17:52:42";"admin";
"2017-09-22 08:49:02";"ipezona3";
"2017-09-22 09:17:12";"admin";
"2017-09-22 09:17:17";"admin";
"2017-09-22 09:28:09";"CGLADMINISTRADOR";
"2017-09-22 10:37:46";"alopezla";
"2017-09-22 10:37:57";"crperez1";
"2017-09-22 10:38:06";"einfant1";
"2017-09-22 10:40:25";"CGLADMINISTRADOR";
"2017-09-22 10:59:59";"admin";
"2017-09-22 13:50:25";"fvazqueq";
"2017-09-22 13:52:49";"vavenda2";
"2017-09-22 14:09:51";"gduquem5";
"2017-09-22 14:10:21";"epulgar7";
"2017-09-22 14:11:16";"mpinedam";
"2017-09-22 14:11:34";"rperezf6";
"2017-09-22 14:11:51";"jssoria1";
"2017-09-22 14:12:07";"ahuertag";
"2017-09-25 12:40:57";"admin";
"2017-09-25 14:44:43";"admin";
"2017-09-25 14:44:44";"admin";
"2017-09-25 14:45:40";"admin";
"2017-09-25 15:42:49";"ipezona3";
"2017-09-26 09:26:45";"fvazqueq";
"2017-09-26 09:29:53";"mcalleje";
"2017-09-26 09:30:17";"lmoren87";
"2017-09-26 09:30:50";"irobles5";
"2017-09-26 09:31:11";"aggonz60";
"2017-09-26 09:31:28";"churtadd";
"2017-09-26 09:31:43";"imaqued3";
"2017-09-26 09:32:37";"smoral31";
"2017-09-26 09:32:51";"acarra36";
"2017-09-26 09:33:05";"mcosiop";
"2017-09-26 09:33:18";"eherena1";
"2017-09-26 09:33:32";"jjnunez3";
"2017-09-26 09:33:44";"ealvar99";
"2017-09-26 09:33:57";"assanchs";
"2017-09-26 09:34:09";"msmunoz9";
"2017-09-26 09:34:21";"hdiezme";
"2017-09-26 11:12:41";"scabella";
"2017-09-26 11:12:58";"mcostan2";
"2017-09-26 11:13:11";"rmvilla4";
"2017-09-26 11:14:04";"jrequen7";
"2017-09-26 11:14:16";"gmendozk";
"2017-09-26 11:14:27";"vgsanse1";
"2017-09-26 11:14:47";"jtejadaa";
"2017-09-26 11:14:56";"issanch5";
"2017-09-26 11:15:07";"mvicen18";
"2017-09-26 11:15:19";"ogarci81";
"2017-09-26 11:15:31";"cjabone1";
"2017-09-26 11:15:43";"emoral59";
"2017-09-26 11:15:55";"scastano";
"2017-09-26 11:16:07";"avardila";
"2017-09-26 11:16:18";"rgusano1";
"2017-09-26 11:16:29";"mhormen3";
"2017-09-26 11:16:41";"jmadari";
"2017-09-26 11:16:52";"jfresno";
"2017-09-26 11:17:21";"lsruiz1a";
"2017-09-26 11:17:40";"mlarama5";
"2017-09-26 11:17:52";"enoguer4";
"2017-09-26 11:18:04";"alunace";
"2017-09-26 11:18:16";"rmaroto3";
"2017-09-26 11:18:27";"mhmarin2";
"2017-09-26 11:21:52";"icampan1";
"2017-09-26 11:22:03";"alavaye";
"2017-09-26 11:22:13";"aremeza";
"2017-09-26 11:22:24";"csutilr";
"2017-09-26 11:22:35";"olopezj2";
"2017-09-26 11:31:11";"olopezj2";
"2017-09-26 11:32:47";"aordonej";
"2017-09-26 11:33:22";"jdbaeza1";
"2017-09-26 11:33:34";"pdiazfl";
"2017-09-26 11:36:19";"rmadrida";
"2017-09-26 11:36:34";"mofernandez";
"2017-09-26 12:23:46";"mgvizue2";
"2017-09-26 13:09:09";"blopezce";
"2017-09-26 13:15:28";"mgrisal1";
"2017-09-26 13:16:20";"mofernandez";
"2017-09-26 13:27:31";"eluciap2";
"2017-09-26 13:28:41";"admin";
"2017-09-26 13:33:38";"rpayseo1";
"2017-09-26 13:34:20";"rpayseo1";
"2017-09-26 13:34:54";"admin";
"2017-09-26 13:40:25";"cgiral10";
"2017-09-26 13:40:57";"dmomeni2";
"2017-09-26 13:41:18";"dmomeni2";
"2017-09-26 13:45:04";"cdomin54";
"2017-09-26 13:46:51";"cdomin54";
"2017-09-26 13:47:16";"jesteb21";
"2017-09-26 13:47:31";"mgarabi3";
"2017-09-26 13:47:45";"mggonz75";
"2017-09-26 13:47:49";"cdomin54";
"2017-09-26 13:50:50";"admin";
"2017-09-26 13:55:04";"admin";
"2017-09-26 13:55:28";"fdeloss5";
"2017-09-26 13:59:00";"admin";
"2017-09-26 14:04:09";"cdomin54";
"2017-09-26 14:07:38";"admin";
"2017-09-26 14:22:21";"nperdom5";
"2017-09-26 14:22:42";"admin";
"2017-09-26 14:24:46";"nperdom5";
"2017-09-26 14:24:50";"jacobo.cataluna";
"2017-09-26 14:25:18";"dmoralep";
"2017-09-26 14:49:20";"mgrisal1";
"2017-09-26 14:51:31";"mgrisal1";
"2017-09-26 14:51:32";"mgrisal1";
"2017-09-26 14:53:47";"mgrisal1";
"2017-09-26 14:54:17";"jacobo.cataluna";
"2017-09-26 14:58:09";"mgrisal1";
"2017-09-26 15:47:56";"dmomeni2";
"2017-09-26 17:35:32";"admin";
"2017-09-26 17:59:36";"CGLADMINISTRADOR";
"2017-09-26 18:09:15";"CGLADMINISTRADOR";
